순번,분류체계ID,분류체계명,상위과제ID,분류체계단계,시행시기,수행기관,기관코드,분류체계경로
1175,P2000420170516000095887,경찰과 국민이 함께하는 인권보호활동 정착,P2000320170516000095883,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>인권수호 경찰상 확립으로 대국민 신뢰를 증진한다.>>경찰과 국민이 함께하는 인권보호활동 정착"
1176,P2000420170516000095886,뉴미디어 활용 등 국민과의 소통 강화,P2000320170516000095883,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>인권수호 경찰상 확립으로 대국민 신뢰를 증진한다.>>뉴미디어 활용 등 국민과의 소통 강화"
1177,P2000420170516000095884,엄정한 공직기강 확립으로 국민신뢰 기반 조성,P2000320170516000095883,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>인권수호 경찰상 확립으로 대국민 신뢰를 증진한다.>>엄정한 공직기강 확립으로 국민신뢰 기반 조성"
1178,P2000420170516000095885,"전문적, 효과적 감사 전개로 치안행정의 효율성 투명성 확보",P2000320170516000095883,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>인권수호 경찰상 확립으로 대국민 신뢰를 증진한다.>>전문적, 효과적 감사 전개로 치안행정의 효율성 투명성 확보"
1179,P2000320170515000095865,처우개선 및 사기진작으로 활력있는 근무여건을 조성한다.,P2000220170511000087681,성과목표,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>처우개선 및 사기진작으로 활력있는 근무여건을 조성한다."
1180,P2000420170515000095869,국민만족 치안을 위한 현장 재정지원 강화,P2000320170515000095865,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>처우개선 및 사기진작으로 활력있는 근무여건을 조성한다.>>국민만족 치안을 위한 현장 재정지원 강화"
1181,P2000420170515000095868,안정적 법률지원과 체계적인 법규정비로 현장 법집행력 강화,P2000320170515000095865,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>처우개선 및 사기진작으로 활력있는 근무여건을 조성한다.>>안정적 법률지원과 체계적인 법규정비로 현장 법집행력 강화"
1182,P2000420170515000095866,치안 역량 극대화를 위한 선제적 행정 지원,P2000320170515000095865,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>처우개선 및 사기진작으로 활력있는 근무여건을 조성한다.>>치안 역량 극대화를 위한 선제적 행정 지원"
1183,P2000420170515000095867,현장활력 제고를 위한 복지기반 확충,P2000320170515000095865,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>처우개선 및 사기진작으로 활력있는 근무여건을 조성한다.>>현장활력 제고를 위한 복지기반 확충"
1184,P2000320170515000095870,첨단과학기술을 접목한 스마트치안을 통해 현장대응력을 강화한다.,P2000220170511000087681,성과목표,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>첨단과학기술을 접목한 스마트치안을 통해 현장대응력을 강화한다."
1185,P2000420170516000095875,경찰항공 역량강화를 통한 치안현장 헬기이용 활성화,P2000320170515000095870,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>첨단과학기술을 접목한 스마트치안을 통해 현장대응력을 강화한다.>>경찰항공 역량강화를 통한 치안현장 헬기이용 활성화"
1186,P2000420170516000095873,과학치안 R&D 확대와 전화민원 신속 처리로 현장 대응역량 제고,P2000320170515000095870,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>첨단과학기술을 접목한 스마트치안을 통해 현장대응력을 강화한다.>>과학치안 R&D 확대와 전화민원 신속 처리로 현장 대응역량 제고"
1187,P2000420170516000095874,사이버위협으로부터 경찰 전산망 보호 및 개인정보 관리체계 강화,P2000320170515000095870,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>첨단과학기술을 접목한 스마트치안을 통해 현장대응력을 강화한다.>>사이버위협으로부터 경찰 전산망 보호 및 개인정보 관리체계 강화"
1188,P2000420170515000095871,첨단 ICT기술을 활용한 현장과 국민 중심의 정보화 서비스 추진,P2000320170515000095870,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>첨단과학기술을 접목한 스마트치안을 통해 현장대응력을 강화한다.>>첨단 ICT기술을 활용한 현장과 국민 중심의 정보화 서비스 추진"
1189,P2000420170515000095872,"현장 중심 경찰장비 개발, 보급으로 치안 현장활력 제고",P2000320170515000095870,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>첨단과학기술을 접목한 스마트치안을 통해 현장대응력을 강화한다.>>현장 중심 경찰장비 개발, 보급으로 치안 현장활력 제고"
1190,P2000320170516000095876,"현장 중심의 정책을 개발, 지원하여 치안역량을 강화한다.",P2000220170511000087681,성과목표,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>현장 중심의 정책을 개발, 지원하여 치안역량을 강화한다."
1191,P2000420170516000095880,우수인재 선발 및 직무교육 활성화를 통한 치안전문가 양성,P2000320170516000095876,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>현장 중심의 정책을 개발, 지원하여 치안역량을 강화한다.>>우수인재 선발 및 직무교육 활성화를 통한 치안전문가 양성"
1192,P2000420170516000095882,적시성 있는 정책정보 생산으로 국민안전 및 치안유지 확보,P2000320170516000095876,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>현장 중심의 정책을 개발, 지원하여 치안역량을 강화한다.>>적시성 있는 정책정보 생산으로 국민안전 및 치안유지 확보"
1193,P2000420170516000095877,치안역량 강화를 위한 현장 중심의 성과평가제도 운영,P2000320170516000095876,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>현장 중심의 정책을 개발, 지원하여 치안역량을 강화한다.>>치안역량 강화를 위한 현장 중심의 성과평가제도 운영"
1194,P2000420170516000095879,현장활력 증진을 위한 인사제도 운영,P2000320170516000095876,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>현장 중심의 정책을 개발, 지원하여 치안역량을 강화한다.>>현장활력 증진을 위한 인사제도 운영"
1195,P2000120140320000078933,"국민의 생명과 재산보호, 공공의 안녕과 질서유지", ,임무,2014-10-06,경찰청,1320000,">>국민의 생명과 재산보호, 공공의 안녕과 질서유지"
1196,P2000220140716000077777,비정상의 정상화로 '법과원칙'을 바로 세운다,P2000120140320000078933,전략목표,2014-10-06,경찰청,1320000,">>국민의 생명과 재산보호, 공공의 안녕과 질서유지>>비정상의 정상화로 '법과원칙'을 바로 세운다"
1197,P2000320140628000083205,생활 주변의 불법과 무질서를 차단한다,P2000220140716000077777,성과목표,2014-10-06,경찰청,1320000,">>국민의 생명과 재산보호, 공공의 안녕과 질서유지>>비정상의 정상화로 '법과원칙'을 바로 세운다>>생활 주변의 불법과 무질서를 차단한다"
1198,P2000320140628000083204,시대에 뒤떨어지는 불법집회시위 관행을 근절한다,P2000220140716000077777,성과목표,2014-10-06,경찰청,1320000,">>국민의 생명과 재산보호, 공공의 안녕과 질서유지>>비정상의 정상화로 '법과원칙'을 바로 세운다>>시대에 뒤떨어지는 불법집회시위 관행을 근절한다"
1199,P2000320140628000083207,조직내 비정상적 관행 개선으로 현장 법집행력을 제고한다,P2000220140716000077777,성과목표,2014-10-06,경찰청,1320000,">>국민의 생명과 재산보호, 공공의 안녕과 질서유지>>비정상의 정상화로 '법과원칙'을 바로 세운다>>조직내 비정상적 관행 개선으로 현장 법집행력을 제고한다"
1200,P2000220140716000077778,"안전관리 역량을 강화하여 안보위협, 재난 등 위기상황에 적극 대처한다",P2000120140320000078933,전략목표,2014-10-06,경찰청,1320000,">>국민의 생명과 재산보호, 공공의 안녕과 질서유지>>안전관리 역량을 강화하여 안보위협, 재난 등 위기상황에 적극 대처한다"
1201,P2000320140628000083225,글로벌 치안활동으로 외국인 범죄 예방 및 재외국민 안전 확보에 앞장선다,P2000220140716000077778,성과목표,2014-10-06,경찰청,1320000,">>국민의 생명과 재산보호, 공공의 안녕과 질서유지>>안전관리 역량을 강화하여 안보위협, 재난 등 위기상황에 적극 대처한다>>글로벌 치안활동으로 외국인 범죄 예방 및 재외국민 안전 확보에 앞장선다"
1202,P2000420140628000083287,산업기술유출 차단 및 국외도피사범 송환을 통한 외사수사역량 강화,P2000320140628000083225,관리과제,2014-10-06,경찰청,1320000,">>국민의 생명과 재산보호, 공공의 안녕과 질서유지>>안전관리 역량을 강화하여 안보위협, 재난 등 위기상황에 적극 대처한다>>글로벌 치안활동으로 외국인 범죄 예방 및 재외국민 안전 확보에 앞장선다>>산업기술유출 차단 및 국외도피사범 송환을 통한 외사수사역량 강화"
1203,P2000420140628000083285,안전한 외사치안환경 조성을 위한 외사치안인프라 구축,P2000320140628000083225,관리과제,2014-10-06,경찰청,1320000,">>국민의 생명과 재산보호, 공공의 안녕과 질서유지>>안전관리 역량을 강화하여 안보위협, 재난 등 위기상황에 적극 대처한다>>글로벌 치안활동으로 외국인 범죄 예방 및 재외국민 안전 확보에 앞장선다>>안전한 외사치안환경 조성을 위한 외사치안인프라 구축"
