순번,분류체계ID,분류체계명,상위과제ID,분류체계단계,시행시기,수행기관,기관코드,분류체계경로
1116,P2000320140613000080760,Ⅵ-4. 국민소통을 강화하여 국민중심행정을 실현한다.,P2000220140621000076037,성과목표,2014-10-06,국토교통부,1613000,">>국민생활의 터전인 국토를 체계적으로 관리하고, 효율적인 교통 물류체계를 구축하여 국가 경쟁력 제고 및 국민 삶의 질 개선>>Ⅵ. 공정한 시장질서를 확립하고 국민 눈높이에 맞게 일하는 방식을 개선한다.>>Ⅵ-4. 국민소통을 강화하여 국민중심행정을 실현한다."
1117,P2000420140613000080761,Ⅵ-4-① 능동적인 홍보시스템 구축,P2000320140613000080760,관리과제,2014-10-06,국토교통부,1613000,">>국민생활의 터전인 국토를 체계적으로 관리하고, 효율적인 교통 물류체계를 구축하여 국가 경쟁력 제고 및 국민 삶의 질 개선>>Ⅵ. 공정한 시장질서를 확립하고 국민 눈높이에 맞게 일하는 방식을 개선한다.>>Ⅵ-4. 국민소통을 강화하여 국민중심행정을 실현한다.>>Ⅵ-4-① 능동적인 홍보시스템 구축"
1118,P2000420140613000080762,Ⅵ-4-② 국민중심형 온라인 기획홍보 활성화,P2000320140613000080760,관리과제,2014-10-06,국토교통부,1613000,">>국민생활의 터전인 국토를 체계적으로 관리하고, 효율적인 교통 물류체계를 구축하여 국가 경쟁력 제고 및 국민 삶의 질 개선>>Ⅵ. 공정한 시장질서를 확립하고 국민 눈높이에 맞게 일하는 방식을 개선한다.>>Ⅵ-4. 국민소통을 강화하여 국민중심행정을 실현한다.>>Ⅵ-4-② 국민중심형 온라인 기획홍보 활성화"
1119,P2000420140613000080763,Ⅵ-4-③ 국토교통 민원만족도 제고,P2000320140613000080760,관리과제,2014-10-06,국토교통부,1613000,">>국민생활의 터전인 국토를 체계적으로 관리하고, 효율적인 교통 물류체계를 구축하여 국가 경쟁력 제고 및 국민 삶의 질 개선>>Ⅵ. 공정한 시장질서를 확립하고 국민 눈높이에 맞게 일하는 방식을 개선한다.>>Ⅵ-4. 국민소통을 강화하여 국민중심행정을 실현한다.>>Ⅵ-4-③ 국토교통 민원만족도 제고"
1120,P2000420140613000080764,Ⅵ-4-④ 청렴하고 깨끗한 국토교통부 구현,P2000320140613000080760,관리과제,2014-10-06,국토교통부,1613000,">>국민생활의 터전인 국토를 체계적으로 관리하고, 효율적인 교통 물류체계를 구축하여 국가 경쟁력 제고 및 국민 삶의 질 개선>>Ⅵ. 공정한 시장질서를 확립하고 국민 눈높이에 맞게 일하는 방식을 개선한다.>>Ⅵ-4. 국민소통을 강화하여 국민중심행정을 실현한다.>>Ⅵ-4-④ 청렴하고 깨끗한 국토교통부 구현"
1121,P2000420140613000080765,Ⅵ-4-⑤ 국토교통 행정정보화,P2000320140613000080760,관리과제,2014-10-06,국토교통부,1613000,">>국민생활의 터전인 국토를 체계적으로 관리하고, 효율적인 교통 물류체계를 구축하여 국가 경쟁력 제고 및 국민 삶의 질 개선>>Ⅵ. 공정한 시장질서를 확립하고 국민 눈높이에 맞게 일하는 방식을 개선한다.>>Ⅵ-4. 국민소통을 강화하여 국민중심행정을 실현한다.>>Ⅵ-4-⑤ 국토교통 행정정보화"
1122,P2000320140613000080766,Ⅵ-5. 성과중심의 조직운영으로 행정역량을 높혀 나간다.,P2000220140621000076037,성과목표,2014-10-06,국토교통부,1613000,">>국민생활의 터전인 국토를 체계적으로 관리하고, 효율적인 교통 물류체계를 구축하여 국가 경쟁력 제고 및 국민 삶의 질 개선>>Ⅵ. 공정한 시장질서를 확립하고 국민 눈높이에 맞게 일하는 방식을 개선한다.>>Ⅵ-5. 성과중심의 조직운영으로 행정역량을 높혀 나간다."
1123,P2000420140613000080767,Ⅵ-5-① 성과주의 인사시스템 운영,P2000320140613000080766,관리과제,2014-10-06,국토교통부,1613000,">>국민생활의 터전인 국토를 체계적으로 관리하고, 효율적인 교통 물류체계를 구축하여 국가 경쟁력 제고 및 국민 삶의 질 개선>>Ⅵ. 공정한 시장질서를 확립하고 국민 눈높이에 맞게 일하는 방식을 개선한다.>>Ⅵ-5. 성과중심의 조직운영으로 행정역량을 높혀 나간다.>>Ⅵ-5-① 성과주의 인사시스템 운영"
1124,P2000420140613000080768,Ⅵ-5-② 체계적인 성과관리시스템 운영으로 핵심성과 제고,P2000320140613000080766,관리과제,2014-10-06,국토교통부,1613000,">>국민생활의 터전인 국토를 체계적으로 관리하고, 효율적인 교통 물류체계를 구축하여 국가 경쟁력 제고 및 국민 삶의 질 개선>>Ⅵ. 공정한 시장질서를 확립하고 국민 눈높이에 맞게 일하는 방식을 개선한다.>>Ⅵ-5. 성과중심의 조직운영으로 행정역량을 높혀 나간다.>>Ⅵ-5-② 체계적인 성과관리시스템 운영으로 핵심성과 제고"
1125,P2000420140613000080769,"Ⅵ-5-③ 선제적, 전략적 갈등관리 체계구축",P2000320140613000080766,관리과제,2014-10-06,국토교통부,1613000,">>국민생활의 터전인 국토를 체계적으로 관리하고, 효율적인 교통 물류체계를 구축하여 국가 경쟁력 제고 및 국민 삶의 질 개선>>Ⅵ. 공정한 시장질서를 확립하고 국민 눈높이에 맞게 일하는 방식을 개선한다.>>Ⅵ-5. 성과중심의 조직운영으로 행정역량을 높혀 나간다.>>Ⅵ-5-③ 선제적, 전략적 갈등관리 체계구축"
1126,P2000420140613000080770,Ⅵ-5-④ 적정 예산확보와 집행관리로 정책성과 제고,P2000320140613000080766,관리과제,2014-10-06,국토교통부,1613000,">>국민생활의 터전인 국토를 체계적으로 관리하고, 효율적인 교통 물류체계를 구축하여 국가 경쟁력 제고 및 국민 삶의 질 개선>>Ⅵ. 공정한 시장질서를 확립하고 국민 눈높이에 맞게 일하는 방식을 개선한다.>>Ⅵ-5. 성과중심의 조직운영으로 행정역량을 높혀 나간다.>>Ⅵ-5-④ 적정 예산확보와 집행관리로 정책성과 제고"
1127,P2000420140613000080771,Ⅵ-5-⑤ 국제협력 강화 및 통상이익 극대화,P2000320140613000080766,관리과제,2014-10-06,국토교통부,1613000,">>국민생활의 터전인 국토를 체계적으로 관리하고, 효율적인 교통 물류체계를 구축하여 국가 경쟁력 제고 및 국민 삶의 질 개선>>Ⅵ. 공정한 시장질서를 확립하고 국민 눈높이에 맞게 일하는 방식을 개선한다.>>Ⅵ-5. 성과중심의 조직운영으로 행정역량을 높혀 나간다.>>Ⅵ-5-⑤ 국제협력 강화 및 통상이익 극대화"
1128,P2000420140613000080772,Ⅵ-5-⑥ 비상대비역량 강화,P2000320140613000080766,관리과제,2014-10-06,국토교통부,1613000,">>국민생활의 터전인 국토를 체계적으로 관리하고, 효율적인 교통 물류체계를 구축하여 국가 경쟁력 제고 및 국민 삶의 질 개선>>Ⅵ. 공정한 시장질서를 확립하고 국민 눈높이에 맞게 일하는 방식을 개선한다.>>Ⅵ-5. 성과중심의 조직운영으로 행정역량을 높혀 나간다.>>Ⅵ-5-⑥ 비상대비역량 강화"
1129,P2000120170502000095798,"국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.", ,임무,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다."
1130,P2000220170511000087679,전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.,P2000120170502000095798,전략목표,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다."
1131,P2000320170510000095818,공동체치안 활성화로 주민의 안전한 삶을 보장한다.,P2000220170511000087679,성과목표,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>공동체치안 활성화로 주민의 안전한 삶을 보장한다."
1132,P2000420170510000095819,112신고 대응역량 강화를 통한 민생치안 확보,P2000320170510000095818,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>공동체치안 활성화로 주민의 안전한 삶을 보장한다.>>112신고 대응역량 강화를 통한 민생치안 확보"
1133,P2000420170512000095828,"강절도, 생활주변폭력 단속 및 피해회복 강화",P2000320170510000095818,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>공동체치안 활성화로 주민의 안전한 삶을 보장한다.>>강절도, 생활주변폭력 단속 및 피해회복 강화"
1134,P2000420170922000098076,공동체 중심의 예방치안 활성화,P2000320170510000095818,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>공동체치안 활성화로 주민의 안전한 삶을 보장한다.>>공동체 중심의 예방치안 활성화"
1135,P2000420170512000095830,수사역량 집중을 통한 안전한 사이버공간 확보,P2000320170510000095818,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>공동체치안 활성화로 주민의 안전한 삶을 보장한다.>>수사역량 집중을 통한 안전한 사이버공간 확보"
1136,P2000320170515000095832,"국제, 사이버 범죄에 공동으로 대처, 변화하는 치안환경에 적극 대응한다.",P2000220170511000087679,성과목표,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>국제, 사이버 범죄에 공동으로 대처, 변화하는 치안환경에 적극 대응한다."
1137,P2000420170515000095834,국제 치안협력 네트워크 구축을 통한 재외국민 해외안전망 강화,P2000320170515000095832,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>국제, 사이버 범죄에 공동으로 대처, 변화하는 치안환경에 적극 대응한다.>>국제 치안협력 네트워크 구축을 통한 재외국민 해외안전망 강화"
1138,P2000420170515000095833,안전한 외사치안 확보를 위한 국내외 협력인프라 구축,P2000320170515000095832,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>국제, 사이버 범죄에 공동으로 대처, 변화하는 치안환경에 적극 대응한다.>>안전한 외사치안 확보를 위한 국내외 협력인프라 구축"
1139,P2000420170515000095835,"예방, 협력 활동을 통한 바르고 건강한 사이버 공간 확보",P2000320170515000095832,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>국제, 사이버 범죄에 공동으로 대처, 변화하는 치안환경에 적극 대응한다.>>예방, 협력 활동을 통한 바르고 건강한 사이버 공간 확보"
1140,P2000320170510000095809,사회적 약자 보호체계의 내실화로 범죄피해를 최소화한다.,P2000220170511000087679,성과목표,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>사회적 약자 보호체계의 내실화로 범죄피해를 최소화한다."
1141,P2000420170510000095814,가정폭력 정책 운영 내실화 및 아동학대 대응체계 구축,P2000320170510000095809,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>사회적 약자 보호체계의 내실화로 범죄피해를 최소화한다.>>가정폭력 정책 운영 내실화 및 아동학대 대응체계 구축"
1142,P2000420170510000095810,성폭력 예방 및 적극적 검거활동 전개,P2000320170510000095809,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>사회적 약자 보호체계의 내실화로 범죄피해를 최소화한다.>>성폭력 예방 및 적극적 검거활동 전개"
1143,P2000420170510000095813,현장 맞춤형 학교폭력 예방활동 및 위기청소년 선도 보호 강화,P2000320170510000095809,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>사회적 약자 보호체계의 내실화로 범죄피해를 최소화한다.>>현장 맞춤형 학교폭력 예방활동 및 위기청소년 선도 보호 강화"
1144,P2000320170515000095837,"안보, 테러 대응역량 강화로 확고한 사회안정을 유지한다.",P2000220170511000087679,성과목표,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>안보, 테러 대응역량 강화로 확고한 사회안정을 유지한다."
1145,P2000420170515000095841,국가안보 위해요소 척결을 위한 보안수사 활동 강화,P2000320170515000095837,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>안보, 테러 대응역량 강화로 확고한 사회안정을 유지한다.>>국가안보 위해요소 척결을 위한 보안수사 활동 강화"
1146,P2000420170515000095842,사이버 안보위해요소 적극 대응 및 현장 역량 제고,P2000320170515000095837,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>안보, 테러 대응역량 강화로 확고한 사회안정을 유지한다.>>사이버 안보위해요소 적극 대응 및 현장 역량 제고"
1147,P2000420170515000095843,성공적인 경호행사와 경호 역량강화로 국가위기사태 예방,P2000320170515000095837,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>안보, 테러 대응역량 강화로 확고한 사회안정을 유지한다.>>성공적인 경호행사와 경호 역량강화로 국가위기사태 예방"
1148,P2000420170515000095840,안보태세 확립을 위한 보안활동 기반조성 및 탈북민 신변보호활동 강화,P2000320170515000095837,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>안보, 테러 대응역량 강화로 확고한 사회안정을 유지한다.>>안보태세 확립을 위한 보안활동 기반조성 및 탈북민 신변보호활동 강화"
1149,P2000420170515000095838,완벽한 위기대응체계 구축을 통한 국민 안심도 제고,P2000320170515000095837,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>안보, 테러 대응역량 강화로 확고한 사회안정을 유지한다.>>완벽한 위기대응체계 구축을 통한 국민 안심도 제고"
1150,P2000420170515000095844,외사정보 및 테러대응 역량 강화를 통한 확고한 국가안정 유지,P2000320170515000095837,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>안보, 테러 대응역량 강화로 확고한 사회안정을 유지한다.>>외사정보 및 테러대응 역량 강화를 통한 확고한 국가안정 유지"
1151,P2000420170515000095839,현장중심 예방활동 및 대응역량 강화로 테러위협 불식,P2000320170515000095837,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅰ 범사회적 협력을 바탕으로 주민을 더욱 안전하게 보호한다.>>안보, 테러 대응역량 강화로 확고한 사회안정을 유지한다.>>현장중심 예방활동 및 대응역량 강화로 테러위협 불식"
1152,P2000220170511000087680,전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.,P2000120170502000095798,전략목표,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다."
1153,P2000320170515000095850,"구조적 부패, 부조리를 엄단하여 깨끗한 사회를 구현한다.",P2000220170511000087680,성과목표,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>구조적 부패, 부조리를 엄단하여 깨끗한 사회를 구현한다."
1154,P2000420170515000095853,외국인범죄 대응 강화 및 국외도피사범 송환을 통한 외사사범 근절,P2000320170515000095850,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>구조적 부패, 부조리를 엄단하여 깨끗한 사회를 구현한다.>>외국인범죄 대응 강화 및 국외도피사범 송환을 통한 외사사범 근절"
1155,P2000420170515000095852,"중요 지능범죄, 해양관련범죄 검거활동 및 수사역량 강화",P2000320170515000095850,관리과제,2017-06-23,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>구조적 부패, 부조리를 엄단하여 깨끗한 사회를 구현한다.>>중요 지능범죄, 해양관련범죄 검거활동 및 수사역량 강화"
1156,P2000420170515000095851,지능 범죄 검거 활동 및 수사역량 강화,P2000320170515000095850,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>구조적 부패, 부조리를 엄단하여 깨끗한 사회를 구현한다.>>지능 범죄 검거 활동 및 수사역량 강화"
1157,P2000320170515000095860,"생활 주변의 불법, 무질서 척결로 건전한 사회풍토를 조성한다.",P2000220170511000087680,성과목표,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>생활 주변의 불법, 무질서 척결로 건전한 사회풍토를 조성한다."
1158,P2000420170515000095863,공감받는 교통인프라 구축으로 국민중심 교통안전 확보,P2000320170515000095860,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>생활 주변의 불법, 무질서 척결로 건전한 사회풍토를 조성한다.>>공감받는 교통인프라 구축으로 국민중심 교통안전 확보"
1159,P2000420170515000095861,기초치안 확보로 생활 속 질서 확립,P2000320170515000095860,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>생활 주변의 불법, 무질서 척결로 건전한 사회풍토를 조성한다.>>기초치안 확보로 생활 속 질서 확립"
1160,P2000420170515000095864,맞춤형 안전대책으로 교통사고 사망자 줄이기,P2000320170515000095860,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>생활 주변의 불법, 무질서 척결로 건전한 사회풍토를 조성한다.>>맞춤형 안전대책으로 교통사고 사망자 줄이기"
1161,P2000420170515000095862,체계적인 운전자 관리로 안전하고 공감 받는 교통문화 정착,P2000320170515000095860,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>생활 주변의 불법, 무질서 척결로 건전한 사회풍토를 조성한다.>>체계적인 운전자 관리로 안전하고 공감 받는 교통문화 정착"
1162,P2000320170515000095854,수사 환경을 개선하여 일선 현장의 수사역량을 강화한다.,P2000220170511000087680,성과목표,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>수사 환경을 개선하여 일선 현장의 수사역량을 강화한다."
1163,P2000420170515000095857,과학적 범죄 대응을 위한 현장기법/증거/정보 등 분석지원,P2000320170515000095854,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>수사 환경을 개선하여 일선 현장의 수사역량을 강화한다.>>과학적 범죄 대응을 위한 현장기법/증거/정보 등 분석지원"
1164,P2000420170515000095856,국민이 공감하는 수사구조개혁 및 수사제도 개선 지속 추진,P2000320170515000095854,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>수사 환경을 개선하여 일선 현장의 수사역량을 강화한다.>>국민이 공감하는 수사구조개혁 및 수사제도 개선 지속 추진"
1165,P2000420170515000095855,수사 전문성 강화 및 국민중심 수사서비스 제공 기반 마련,P2000320170515000095854,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>수사 환경을 개선하여 일선 현장의 수사역량을 강화한다.>>수사 전문성 강화 및 국민중심 수사서비스 제공 기반 마련"
1166,P2000420170515000095859,수사역량강화를 위한 고품질 디지털포렌식 서비스 제공,P2000320170515000095854,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>수사 환경을 개선하여 일선 현장의 수사역량을 강화한다.>>수사역량강화를 위한 고품질 디지털포렌식 서비스 제공"
1167,P2000420170515000095858,현장치안력 강화를 위한 과학수사 역량 확보,P2000320170515000095854,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>수사 환경을 개선하여 일선 현장의 수사역량을 강화한다.>>현장치안력 강화를 위한 과학수사 역량 확보"
1168,P2000320170515000095845,자율과 책임에 기반한 집회를 보장하여 성숙한 집회시위 문화를 확산한다.,P2000220170511000087680,성과목표,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>자율과 책임에 기반한 집회를 보장하여 성숙한 집회시위 문화를 확산한다."
1169,P2000420170515000095848,사전 정보활동 통한‘대규모 시위 준법 촉진’및‘안보위해’정보역량 강화,P2000320170515000095845,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>자율과 책임에 기반한 집회를 보장하여 성숙한 집회시위 문화를 확산한다.>>사전 정보활동 통한‘대규모 시위 준법 촉진’및‘안보위해’정보역량 강화"
1170,P2000420170515000095846,절제와 법치에 따른 집회시위의 자유 보장 정착,P2000320170515000095845,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>자율과 책임에 기반한 집회를 보장하여 성숙한 집회시위 문화를 확산한다.>>절제와 법치에 따른 집회시위의 자유 보장 정착"
1171,P2000420170515000095849,정보업무 전문화 등 역량강화를 통한 사회안정에 기여,P2000320170515000095845,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>자율과 책임에 기반한 집회를 보장하여 성숙한 집회시위 문화를 확산한다.>>정보업무 전문화 등 역량강화를 통한 사회안정에 기여"
1172,P2000420170515000095847,"집단갈등,비정형적 시위 등 적극 대응, 생활 속 법질서 확립",P2000320170515000095845,관리과제,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅱ 공감 받는 법집행으로 보다 정의로운 사회를 구현한다.>>자율과 책임에 기반한 집회를 보장하여 성숙한 집회시위 문화를 확산한다.>>집단갈등,비정형적 시위 등 적극 대응, 생활 속 법질서 확립"
1173,P2000220170511000087681,전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.,P2000120170502000095798,전략목표,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다."
1174,P2000320170516000095883,인권수호 경찰상 확립으로 대국민 신뢰를 증진한다.,P2000220170511000087681,성과목표,2017-11-18,경찰청,1320000,">>국민의 생명,신체,재산을 보호하고 범죄를 예방,진압하며 공공의 안녕과 질서를 유지한다.>>전략목표Ⅲ 인권 친화적 경찰을 구현하고 현장의 활력을 한층 제고한다.>>인권수호 경찰상 확립으로 대국민 신뢰를 증진한다."
